Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-03-31,879.00300,763.87200,115.13100,89.66400,-0.68900,141.89300,-26.76200,-36.04800,-62.81000,-13.70300,-49.10700,-49.10700,45.99200,-5.30700,26.57800,-26.76200,321.45800,321.45800,-0.02000,-0.02000,1.95440,0.62360,1.66870,13.09790,-3.04460,-3.04460,-7.14560,-0.60380,0.24190,1.35350,66.49330,-4.52940,3.86160,-1.35130,-1.70510,3.34730,-0.02440,-0.07460
2023-12-31,1147.35000,981.30200,166.04790,79.45200,,134.85600,31.19210,-45.00300,-13.81100,-18.29100,4.48000,4.48000,,17.42900,130.98720,31.19240,323.67800,323.67800,0.05000,0.05000,1.86960,0.62600,1.68590,14.47230,2.71860,2.71860,-1.20370,1.51910,0.30360,1.67450,53.74830,0.40580,-0.34530,0.11850,0.15180,3.42630,0.1819,0.1302
2023-09-30,1096.05900,947.54600,148.51290,76.06500,,132.53000,15.98290,-42.88800,-26.90500,-4.32300,-22.58200,-22.58200,,-24.33800,74.59690,15.98290,324.70700,324.70700,-0.07000,-0.07000,1.76460,0.61890,1.63600,13.54970,1.45820,1.45820,-2.45470,-2.22050,0.27010,1.32400,67.97630,-1.91970,1.55610,-0.55650,-0.73170,3.67950,0.2326,0.1986
2023-06-30,1037.05500,904.76100,132.29410,53.28500,,110.02300,22.27110,-30.53300,-8.26200,-0.41600,-7.84600,-7.84600,,-8.76200,83.74810,22.27110,324.17900,324.17900,-0.03000,-0.03000,1.88090,0.62150,1.65470,12.75670,2.14750,2.14750,-0.79670,-0.84490,0.25150,1.27040,70.84610,-0.65510,0.52850,-0.19030,-0.24800,3.69080,0.1897,0.1511
2023-03-31,944.38200,826.85500,117.52700,56.28900,,110.78300,6.74400,-47.09200,-40.34800,-5.97800,-34.37000,-34.37000,-13.30800,-47.58700,63.34700,6.74400,321.13500,321.13500,-0.15000,-0.15000,2.05980,0.62910,1.70910,12.44490,0.71410,0.71410,-4.27240,-5.03900,0.22820,1.19280,75.45570,-2.88820,2.23220,-0.83060,-1.07110,3.67800,0.13420,0.11550
2022-12-31,1102.76300,956.92710,145.83590,48.91000,,1683.37390,-1537.53800,-41.05100,-1578.58900,-156.86000,-1421.72900,-1421.72900,,-1423.89700,96.24990,-1537.53800,318.68300,318.68300,-4.47000,-4.47000,1.92610,0.62270,1.66170,13.22460,-139.42600,-139.42600,-143.14850,-129.12080,0.25870,1.26900,70.92190,-115.99100,91.15240,-33.35540,-43.76510,3.83410,0.1242,0.0912
2022-09-30,1051.09500,908.52300,142.57200,37.94500,,95.73000,46.84200,-22.45700,24.38500,1.15800,23.22700,23.22700,,21.05900,106.87200,46.84200,318.82200,319.72500,0.07000,0.07000,1.83550,0.43610,0.77900,13.56410,4.45650,4.45650,2.32000,2.00350,0.18080,1.26120,71.36260,0.88720,-1.30620,0.39950,0.50030,8.18940,0.1623,0.1359
2022-06-30,981.07600,841.79000,139.28600,52.57600,,111.02000,28.26600,-23.27400,4.99200,1.31600,3.67600,3.67600,,3.37100,88.87600,28.26600,318.41900,319.11500,0.01000,0.01000,1.74330,0.43780,0.80180,14.19730,2.88110,2.88110,0.50880,0.34360,0.16780,1.21890,73.83890,0.14130,-0.19900,0.06290,0.07940,8.16880,0.1692,0.1344
2022-03-31,914.80800,785.94300,128.86500,48.07300,,105.84100,23.02400,3.55900,26.58300,9.04900,17.53400,17.53400,,18.96500,83.05400,23.02400,317.78500,318.72100,0.06000,0.06000,1.83180,0.43790,0.78480,14.08660,2.51680,2.51680,2.90590,2.07310,0.15670,1.17770,76.41870,0.67370,-0.95380,0.30030,0.37870,8.17470,-0.07520,-0.10790
2021-12-31,1032.56300,846.30510,186.25810,43.25600,,101.84690,84.41110,-39.36200,45.04900,17.03500,28.01400,28.01400,,25.17800,152.25210,84.41110,318.19900,321.00500,0.08000,0.10000,1.71070,0.44020,0.79180,18.03840,8.17490,8.17490,4.36280,2.43840,0.17640,1.29450,69.52690,1.08560,-1.46430,0.47850,0.60780,8.14100,0.0768,0.055
2021-09-30,928.76000,766.25300,162.50700,37.74200,,96.90500,65.60200,-32.99900,32.60300,8.27600,24.32700,24.32700,,23.31100,124.76500,65.60200,318.56300,320.12100,0.07000,0.07000,1.68140,0.44200,0.79750,17.49720,7.06340,7.06340,3.51040,2.50990,0.15870,1.31900,68.23150,0.95130,-1.22590,0.41560,0.53080,8.02730,0.1427,0.1075
2021-06-30,849.95400,698.22600,151.72800,46.60700,,109.28100,42.44700,-30.13000,12.31700,6.56300,5.75400,5.75400,,6.12100,105.12100,42.44700,318.46500,323.29400,0.02000,0.00000,1.77950,0.44440,0.80500,17.85130,4.99400,4.99400,1.44910,0.72020,0.14860,1.32570,67.88870,0.22700,-0.28600,0.10060,0.12610,7.95820,0.173,0.1329
2021-03-31,791.02100,653.33900,137.68200,40.48100,,100.09400,37.58800,-36.39100,1.19700,1.74300,-0.54600,-0.54600,,-0.11600,97.20100,37.58800,317.60100,,0.00000,0.00000,1.69910,0.44580,0.80980,17.40560,4.75180,4.75180,0.15130,-0.01470,0.13810,1.37260,65.56760,-0.02170,0.02640,-0.00950,-0.01200,7.91630,0.00000,
2020-12-31,850.38700,669.50610,180.88090,172.80200,,233.88700,-53.00610,-95.84900,-148.85500,3.38300,-152.23800,-152.23800,,-152.64300,22.87390,-53.00620,223.22800,223.22800,-0.68000,-0.68000,1.56480,0.44620,0.83100,21.27040,-6.23320,-6.23320,-17.50440,-17.94980,0.14720,1.48110,60.76380,-6.04410,7.25860,-2.63500,-3.34730,7.91010,0.125,0.1001
2020-09-30,784.34500,625.36300,158.98200,11.85500,,70.41090,88.57100,-48.24300,40.32800,3.62300,36.70500,36.70500,,35.94900,147.12700,88.57100,203.75000,203.75000,0.18000,0.18000,0.19460,,,20.26940,11.29240,11.29240,5.14160,4.58330,1.72500,,,734.09950,734.10000,8.07250,734.09950,0.37470,0.2732,0.2351
2020-06-30,641.54300,509.92300,131.62000,80.56900,7.70000,131.61700,0.00310,-51.52100,-51.51800,-13.70400,-37.81400,-37.81400,,-37.40400,58.75110,0.00310,203.75000,203.75000,-0.18000,-0.18000,1.92070,,,20.51620,0.00050,0.00050,-8.03030,-5.83030,1.40890,,,-756.27870,-756.28000,-8.30450,-756.27870,0.38930,0.9005,0.8663
2020-03-31,879.39600,746.69300,132.70300,41.05600,,101.26500,31.43800,-51.79400,-20.35600,1.36700,-21.72300,-21.72300,,-21.70800,91.64700,31.43800,203.75000,203.75000,-0.11000,-0.11000,1.84370,,,15.09020,3.57500,3.57500,-2.31480,-2.46850,1.93110,,,-434.45920,-434.46530,-4.77020,-434.45920,0.38920,0.25010,0.20860
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.0071,0.0071
2019-09-30,,,,0.13810,-0.05000,,-0.18810,1.69720,1.50910,0.34590,1.16320,1.16320,,1.16320,-0.18810,-0.18810,56.25000,56.25000,0.02000,0.02000,3.17920,,,,,,,,,,,23.26440,23.26430,0.25670,23.26440,0.38260,-0.0071,-0.0071
2019-06-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
