Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,,,6.36900,3.84700,-10.21600,0.26100,-9.95500,,-9.95500,-9.95500,-9.95500,-10.19200,-10.21600,37.86300,37.86300,-0.26000,-0.26000,6.30460,,,,,,,,,-24.63620,-24.63620,-20.79200,-24.63620,1.11370,-0.0139,-0.0157
2023-06-30,,,7.13900,1.89500,-9.03400,0.13800,-8.89600,,-8.89600,-8.89600,-8.89600,-9.03400,-9.03400,21.04680,21.04680,-0.42000,-0.42000,4.88050,,,,,,,,,-35.74990,-35.74990,-28.52750,-35.74990,1.18210,-0.2597,-0.2597
2023-03-31,,,4.78700,2.06800,-6.85500,0.10200,-6.75300,,-6.75300,-6.75300,-6.75300,-6.85500,-6.85500,21.00700,21.00700,-0.32000,-0.32000,9.64650,,,,,,,,,-20.49590,-20.49590,-18.39650,-20.49590,1.56840,-0.24770,-0.24770
2022-12-31,,,2.48800,2.45100,-4.93900,0.06200,-4.87700,,-4.87700,-4.87700,-4.87700,-4.93900,-4.93900,17.38400,17.38400,-0.24000,-0.24000,13.05790,,,,,,,,,-12.56380,-12.56380,-11.61270,-12.56380,1.84850,-0.1912,-0.1912
2022-09-30,,,1.37900,2.04400,-3.42300,0.02300,-3.40000,,-3.40000,-3.40000,-3.40000,-3.42300,-3.42300,18.92700,18.92700,-0.18000,-0.18000,19.44790,,,,,,,,,-7.93740,-7.93740,-7.53410,-7.93740,2.03980,-0.0525,-0.0525
2022-06-30,,,1.03400,1.98600,-3.02000,-0.01500,-3.03500,,-3.03500,-3.03500,-3.03500,-3.02000,-3.02000,14.76130,14.76130,-0.21000,-0.21000,25.67480,,,,,,,,,-7.94360,-7.94360,-7.64100,-7.94360,2.58840,-0.0933,-0.0933
2022-03-31,,,0.69300,1.82100,-2.51400,-0.05300,-2.56700,,-2.56700,-2.56700,-2.56700,-2.51400,-2.51400,14.76000,14.76000,-0.17000,-0.17000,32.17440,,,,,,,,,-6.40980,-6.40980,-6.21490,-6.40980,2.71310,-0.13380,-0.13380
2021-12-31,,,1.35200,1.94700,-3.29900,-0.04200,-3.34100,,-3.34100,-3.34100,-3.34100,-3.29900,-3.29900,13.96800,13.96800,-0.22000,-0.22000,24.18660,,,,,,,,,-8.04130,-8.04130,-7.71490,-8.04130,2.81610,-0.2744,-0.2744
2021-09-30,,,5.65600,2.04300,-7.69900,-0.05200,-7.75100,,-7.75100,-7.75100,-7.75100,-7.69000,-7.69900,14.24100,14.24100,-0.54000,-0.54000,12.44810,,,,,,,,,-17.75720,-17.75720,-16.35580,-17.75720,2.95850,-0.3337,-0.3337
2021-06-30,,,3.52300,2.22400,-5.74700,-0.06500,-5.81200,,-5.81200,-5.81200,-5.81200,-5.73400,-5.74700,13.60300,13.60300,-0.43000,-0.43000,17.42140,,,,,,,,,-11.64520,-11.64520,-10.98950,-11.64520,3.54490,-0.2817,-0.2817
2021-03-31,,,3.32200,1.41900,-4.74100,-0.06300,-4.80400,,-4.80400,-4.80400,-4.80400,-4.72700,-4.74100,13.25300,13.25300,-0.36000,-0.36000,23.57470,,,,,,,,,-8.78280,-8.78280,-8.41800,-8.78280,4.04810,-0.30410,-0.30410
2020-12-31,,,3.02500,1.46800,-4.49300,-0.08300,-4.57600,,-4.57600,-4.57600,-4.57600,-4.47900,-4.49300,7.35900,7.35900,4.62000,4.62000,26.51530,,,,,,,,,-7.75860,-7.75860,-7.47240,-7.75860,4.59670,-1.1992,-1.1992
2020-09-30,,,3.68800,1.32000,-5.00800,-0.09200,-5.10000,,-5.10000,-5.10000,-5.10000,-4.99500,-5.00800,11.20900,11.20900,-0.45000,-0.45000,8.96600,,,,,,,,,-25.09970,-25.09970,-22.43730,-25.09970,1.81140,0.5809,0.5809
2020-06-30,,,1.93700,0.76000,-34.75400,-0.00700,-34.76100,,-34.76100,-34.76100,-34.76100,-34.74000,-34.75400,3.65000,3.65000,-9.52000,-9.52000,8.19810,,,,,,,,,-139.72580,-139.72590,-122.78270,-139.72590,2.22160,-0.5312,-0.5312
2020-03-31,,,1.35400,0.67300,-2.02700,-0.02300,-2.05000,,-2.05000,-2.05000,-2.05000,-2.01400,-2.02700,2.11600,2.11600,-0.97000,-0.97000,1.14800,,2.39240,,,,,,,-98.46150,-98.46300,-11.00260,-98.46300,1.30520,-1.35400,-1.35400
2019-12-31,,,-10.41300,-3.71600,14.12900,0.21400,14.33500,,14.33500,14.33500,14.33500,14.12900,14.12000,2.10800,2.10800,9.79450,9.79450,3.92570,,,,,,,,,-300.58720,-300.58710,187.18990,-300.58710,-2.26230,-0.3098,-0.352
2019-09-30,,,0.35300,0.33100,-0.68400,-0.00600,-0.69000,,-0.69000,-0.69000,-0.69000,-0.68400,-0.68400,2.10800,2.10800,-0.33000,-0.33000,1.42630,,1.40620,,,,,,,-3.48480,-3.48480,-0.97530,-3.48480,12.42160,-0.2623,-0.297
2019-06-30,,,0.31000,0.31900,-0.62900,,-0.63000,,-0.63000,-0.63000,-0.63000,-0.62900,-0.62900,2.10800,2.10800,-0.30000,-0.30000,4.20550,0.37700,0.72590,,,,,,,-1.72670,-1.72670,-0.73910,-1.07570,22.89160,10.7631,10.8496
2019-03-31,0.00900,0.00900,12.43400,4.44600,-16.87100,-0.21300,-17.08400,,-17.08400,-17.08400,-17.08400,-16.69600,-16.87100,1.53680,1.53680,-11.09450,-11.09450,5.04970,0.34990,0.58730,100.00000,-187455.60000,-187455.60000,-189822.20000,-189822.20000,0.00010,-38.08800,-38.08800,-18.03480,-24.76190,28.97220,-11.50550,-11.59200
2018-12-31,0.00900,0.00900,15.61900,3.49700,-19.10700,-0.30600,-19.41300,0.19000,-19.60300,-19.60300,-19.60300,-19.03700,-19.10700,1.33790,1.33790,-14.39280,-14.39280,5.91190,0.31060,0.45060,100.00000,-212334.90000,-212334.90000,-215735.50000,-217846.90000,0.00010,-33.71400,-33.71400,-19.01710,-23.24120,37.90170,-8.8353,-9.1821
2018-09-30,18.00900,18.00900,12.26200,4.32000,1.42700,-0.30100,1.12600,1.50900,-0.38300,-0.38300,-0.38300,1.59800,1.42700,1.33070,1.33070,-0.29990,-0.29990,5.83000,0.35340,0.54660,100.00000,7.92380,7.92380,6.25240,-2.12670,0.19930,-0.80350,-0.80350,-0.42390,-0.51950,35.81660,0.7358,0.2716
2018-06-30,0.00900,0.00900,12.76300,2.57300,-15.32700,-0.76200,-16.08900,,-16.08900,-16.08900,-16.08900,-15.24000,-15.32700,1.32880,1.32880,-12.14390,-12.14390,6.06200,0.35990,0.56220,100.00000,-170300.00000,-170300.00000,-178766.70000,-178766.70000,0.00010,-34.90860,-34.90860,-18.42200,-22.34520,34.63430,-8.0921,-15.4304
2018-03-31,0.00900,0.00900,10.43600,2.41900,-12.84600,-0.03400,-12.88000,,-12.88000,-12.88000,-12.88000,-12.79700,-12.84600,1.32770,1.32770,-9.74510,-9.74510,4.56270,0.03200,0.15370,100.00000,-142733.30000,-142733.30000,-143111.10000,-143111.10000,0.00010,-21.58250,-21.58250,-16.35780,-20.89210,44.93380,-9.57120,-2.89290
2017-12-31,0.02000,0.02000,8.29400,2.40200,-10.67600,-0.15000,-10.82600,,-10.82700,-10.82700,-10.83700,-10.59300,-10.67600,0.97440,0.97440,37.63120,37.63120,5.22960,0.04850,0.15230,100.00000,-53379.99000,-53379.99000,-54130.00000,-54185.00000,0.00020,-15.23170,-15.23170,-11.75920,-14.49260,53.59840,-15.3312,-15.743
2017-09-30,0.01000,0.01000,7.56300,2.18400,-9.73700,-0.21600,-9.95300,,-9.95300,-9.95300,-9.95300,-9.66100,-9.73700,1.32130,1.32130,-7.49630,-7.49630,6.02290,0.06180,0.15570,100.00000,-97369.99000,-97369.99000,-99530.01000,-99530.01000,0.00010,-12.42340,-12.42340,-9.74160,-11.65580,60.63530,-2.9241,-3.0823
2017-06-30,,,6.63200,2.03000,-8.66200,-0.41400,-9.07600,,-9.07600,-9.07600,-9.06600,-8.61400,-8.66200,1.08930,1.08930,-8.39580,-8.39580,7.19880,0.07250,0.15950,,,,,,,-10.24760,-10.24760,-8.19360,-9.50420,67.03220,37.6834,37.8257
2017-03-31,0.01100,0.01100,6.62400,1.94000,-8.55300,-0.52000,-9.07300,,-9.07300,-9.07300,-9.07300,-8.48700,-8.55300,0.14730,0.14730,-61.61920,-61.61920,1.86860,-0.17290,-0.20160,100.00000,-77754.55000,-77754.55000,-82481.82000,-82481.82000,0.00030,6.82590,6.82590,-26.45650,8.00640,-894.84450,-51.38060,-51.60460
2016-12-31,0.01900,0.01900,6.64000,1.36100,-7.98200,-0.45700,-8.43700,0.00100,-8.43800,-8.43800,-8.43800,-7.93700,-7.98200,0.14670,0.14670,-57.42130,-57.42130,2.25710,-0.12450,-0.16860,52.63160,-42010.53000,-42010.53000,-44405.27000,-44410.53000,0.00050,6.78200,6.78200,-23.86920,7.62670,-846.71920,-52.807,-52.8427
2016-09-30,0.01100,0.01100,7.58600,0.95600,-8.53100,-0.46900,-9.00000,,-9.00000,-9.00000,-9.00000,-8.46300,-8.53100,0.14680,0.14680,-61.31940,-61.31940,,,,100.00000,-77554.55000,-77554.55000,-81818.18000,-81818.18000,,,,,,,-53.9921,-56.382
2016-06-30,0.01300,0.01300,6.53000,1.10300,-7.62000,-0.42200,-8.04200,,-8.04200,-8.04200,-8.04200,-7.55600,-7.62000,0.14670,0.14670,-54.87260,-54.87260,,,,100.00000,-58615.39000,-58615.39000,-61861.54000,-61861.54000,,,,,,,-53.0583,-53.8968
2016-03-31,0.01400,0.01400,6.46900,1.11100,-7.56600,-0.44000,-8.00600,,-8.00600,-8.00600,-8.00600,-7.50300,-7.56600,0.14660,0.14660,-54.57270,-54.57270,,,,100.00000,-54042.85000,-54042.85000,-57185.71000,-57185.71000,,,,,,,-41.38290,-41.66250
2015-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
